euSurfaceWaterBodyCode,cArea,cLength
FRDR11801,,10.995
FRDR11806,,11.008
FRDR11817,,13.43
FRDR11820,,28.14
FRDR11825,,6.032
FRDR11842,,6.18
FRDR11873,,5.229
FRDR11901,,10.062
FRDR11958,,31.688
FRDR11991,,7.763
FRDR11992,,4.594
FRDR11993,,4.771
FRDR12018,,4.126
FRDR12022,,43.448
FRDR12028,,9.58
FRDR12036,,4.776
FRDR12049,,6.113
FRDR12050,,8.752
FRDR12055,,7.572
FRDR12082,,14.037
FRDR12093,,18.064
FRDR12099,,4.089
FRDR121A,,5.511
FRDR153,,24.253
FRDR164,,10.773
FRFR539,,16.525
FRFR563,,33.229
FRFR578B,,3.558
FRFR60,,20.666
FRFR608A,,21.296
FRFR61B,,34.245
FRFR631,,28.022
FRFR664,,18.607
FRFR672,,17.146
FRFR673,,26.602
FRFR674,,18.979
FRFR8A,,11.723
FRFR903A,,18.708
FRFR907,,19.147
FRFR922,,26.686
FRFR930,,52.012
FRFR96,,29.324
FRFRL11_1,,8.694
FRFRL46_1,,6.929
FRFRL60_3,,14.703
FRFRR100_1,,6.153
FRFRR101C_2,,8.966
FRFRR107B_1,,7.225
FRFRR112A_4,,13.653
FRFRR112B_1,,13.941
FRFRR12_3,,3.701
FRFRR126B_6,,12.13
FRFRR126B_9,,5.271
FRFRR142B_5,,10.11
FRFRR15_4,,18.884
FRFRR151_5,,5.323
FRFRR152A_10,,9.149
FRFRR152A_3,,13.026
FRFRR153_3,,9.217
FRFRR160_1,,7.635
FRFRR164_6,,8.44
FRFRR166_8,,13.687
FRFRR171_2,,9.979
FRFRR178_3,,6.27
FRFRR179_1,,7.658
FRFRR179_2,,5.837
FRFRR185_2,,14.129
FRFRR186_6,,6.576
FRFRR189_5,,10.211
FRFRR193_2,,8.698
FRFRR194B_2,,8.669
FRFRR2_7,,5.361
FRFRR202_1,,8.66
FRFRR203_5,,8.625
FRFRR206_2,,17.366
FRFRR214_6,,5.577
FRFRR219A_3,,7.361
FRFRR219B_2,,6.59
FRFRR22_10,,7.853
FRFRR220_2,,6.933
FRFRR225_16,,13.52
FRFRR225_8,,14.69
FRFRR225_9,,4.256
FRFRR227_17,,8.874
FRFRR229_4,,7.433
FRFRR229_5,,18.162
FRFRR24_5,,10.172
FRFRR242_6,,7.148
FRFRR255_7,,12.832
FRFRR260_1,,7.032
FRFRR261_2,,5.925
FRFRR27_2,,17.443
FRFRR271C_1,,6.132
FRFRR286_11,,14.356
FRFRR286_16,,6.001
FRFRR289B_2,,13.265
FRFRR289B_5,,5.165
FRFRR289B_6,,5.615
FRFRR294_3,,5.545
FRFRR295A_1,,14.849
FRFRR295A_3,,10.091
FRFRR298_3,,9.424
FRFRR300A_7,,18.084
FRFRR303A_2,,13.733
FRFRR303B_2,,18.343
FRAR22,,18.577
FRAR28,,22.106
FRAR34,,31.589
FRAR47,,12.381
FRB1R484,,13.94
FRB1R485,,31.912
FRB1R522,,6.739
FRB1R557,,26.448
FRB1R564,,15.409
FRB1R578,,42.476
FRB1R581,,37.225
FRB1R600,,3.854
FRB1R700,,17.108
FRB2R24,,64.753
FRCL1,6.553,
FRCL27,0.764,
FRCR10,,28.292
FRCR112,,53.488
FRCR133,,8.441
FRCR139,,6.581
FRCR154,,23.105
FRCR173,,19.91
FRCR174,,40.469
FRCR183,,4.457
FRCR19,,42.609
FRCR192,,3.073
FRCR194,,12.693
FRCR204,,5.306
FRCR22,,56.085
FRCR237,,5.678
FRCR239,,24.692
FRCR250,,60.502
FRCR252,,6.932
FRCR255,,24.192
FRCR288,,14.126
FRCR297,,12.522
FRCR301,,6.627
FRCR304,,19.6
FRCR335,,42.068
FRCR366,,24.026
FRCR381,,37.466
FRCR393,,27.632
FRCR41,,7.877
FRCR420,,37.991
FRCR444,,19.738
FRCR452,,10.294
FRCR463,,8.591
FRCR64,,32.07
FRCR73,,5.235
FRCR87,,12.188
FRDC07E,56.74,
FRDC07G,35.41,
FRDC09A,6.686,
FRDC10C,20.464,
FRDL17,3.02,
FRDL57,0.739,
FRDL83,0.808,
FRDR10011,,5.015
FRDR10023,,18.461
FRDR10028,,36.752
FRDR198,,36.576
FRDR2009,,70.652
FRDR2018C,,15.459
FRDR2027B,,7.722
FRDR2030,,63.614
FRDR2032,,12.083
FRDR209,,14.191
FRDR212,,16.373
FRDR215,,14.873
FRDR275,,30.554
FRDR279,,30.139
FRDR311E,,36.541
FRDR329A,,8.312
FRDR361B,,72.508
FRDR368D,,28.612
FRDR372,,43.47
FRDR378,,22.599
FRDR381,,17.204
FRDR384A,,7.058
FRDR439,,29.888
FRDR446,,75.67
FRDR454,,36.672
FRDR485,,20.938
FRDR504,,26.661
FRDR505B,,26.026
FRDR509B,,11.296
FRDR512,,16.289
FRDR523,,15.123
FRDR576,,30.001
FRDR587A,,16.366
FRDR633B,,37.207
FRDR646,,39.864
FRDR650B,,22.258
FRDR667,,5.271
FRDR676,,26.956
FRDR78A,,12.019
FRDR80,,21.177
FRDR87,,14.233
FRDR95B,,4.402
FRDR99A,,9.525
FRDT15B,22.59,
FRDT15C,6.011,
FRDT21,188.335,
FREC02AB,74.47,
FRER10918,,13.934
FRER11042,,10.913
FRER11288,,3.569
FRER11641,,8.198
FRER11682,,12.244
FRER14B,,25.281
FRER18B,,18.313
FRER32,,16.461
FRER33,,65.383
FRER63,,7.653
FRFC01,65.045,
FRFL17,1.479,
FRFL36,3.773,
FRFL57,0.998,
FRFL63,0.518,
FRFL69,0.759,
FRFL76,0.706,
FRFL86,0.609,
FRFR115,,26.696
FRFR120A,,16.93
FRFR157A,,18.024
FRFR174,,38.422
FRFR184,,35.71
FRFR19C,,7.373
FRFR209,,48.916
FRFR238,,56.152
FRFR251,,48.424
FRFR255,,34.852
FRFR259,,35.579
FRFR267,,56.184
FRFR280,,15.187
FRFR289B,,69.933
FRFR291,,13.202
FRFR297,,29.301
FRFR3,,29.519
FRFR300C,,20.394
FRFR311A,,15.941
FRFR325B,,9.077
FRFR339,,11.926
FRFRR313_5,,19.018
FRFRR314A_2,,3.227
FRFRR314B_13,,6.357
FRFRR315B_2,,18.172
FRFRR315B_4,,9.708
FRFRR321_11,,5.922
FRFRR327C_1,,11.794
FRFRR327C_3,,8
FRFRR328_3,,5.052
FRFRR330B_4,,30.106
FRFRR332_13,,4.64
FRFRR332_14,,10.963
FRFRR332_16,,9.172
FRFRR333_1,,5.37
FRFRR342_1,,14.976
FRFRR348_2,,11.035
FRFRR349B_3,,8.291
FRFRR361A_6,,6.469
FRFRR367_2,,7.427
FRFRR4_1,,5.598
FRFRR413_1,,34.804
FRFRR413_2,,6.154
FRFRR413_4,,11.278
FRFRR417_2,,16.262
FRFRR424_2,,14.715
FRFRR449_2,,7.32
FRFRR465_4,,8.85
FRFRR46C_3,,6.333
FRFRR484_3,,15.075
FRFRR49_5,,6.96
FRFRR491_1,,9.31
FRFRR496B_4,,9.732
FRFRR506_2,,7.647
FRFRR523A_1,,8.035
FRFRR524_2,,3.399
FRFRR527_2,,10.505
FRFRR537_1,,20.992
FRFRR54_21,,6.164
FRFRR54_5,,9.307
FRFRR54_6,,3.965
FRFRR547_1,,6.437
FRFRR563_1,,12.805
FRFRR57_2,,5.273
FRFRR57_3,,7.702
FRFRR58_1,,13.107
FRFRR60_2,,7.139
FRFRR600_3,,10.203
FRFRR61A_11,,8.842
FRFRR61A_2,,10.647
FRFRR61A_5,,19.946
FRFRR61A_8,,10.871
FRFRR636_1,,6.516
FRFRR639_1,,5.798
FRFRR655_2,,5.047
FRFRR67_3,,10.799
FRFRR71A_3,,9.736
FRFRR73_1,,8.708
FRFRR83B_4,,11.749
FRFRR83B_5,,10.059
FRFRR84_1,,5.83
FRFRR96_1,,7.424
FRFRT2_4,,7.993
FRFRT32_10,,8.851
FRFRT33_4,,12.854
FRFT08,7.943,
FRGC06,530.7,
FRGC09,242.952,
FRGC10,38.365,
FRGC24,479.379,
FRGL021,0.346,
FRGL048,0.727,
FRGL050,0.448,
FRGL075,0.658,
FRGL109,0.574,
FRGL168,0.445,
FRGR0007E,,135.054
FRGR0008A,,86.826
FRGR0024,,18.417
FRGR0025B,,13.428
FRGR0038B,,96.652
FRGR0056A,,70.321
FRDR10071,,9.686
FRDR10101,,7.89
FRDR10122,,4.174
FRDR10199,,16.256
FRDR10217,,9.343
FRDR10226,,12.912
FRDR10229,,13.426
FRDR10232,,6.816
FRDR10237,,8.464
FRDR10254,,11.012
FRDR10264,,7.541
FRDR10277,,9.907
FRDR10310,,35.561
FRDR10314,,12.133
FRDR10343,,32.632
FRDR10348,,9.672
FRDR10365,,7.728
FRDR10382,,11.669
FRDR10423,,8.902
FRDR10432,,13.789
FRDR10438,,6.763
FRDR10441,,9.057
FRDR10442,,12.158
FRDR10462,,17.39
FRDR10520,,10.291
FRDR10570,,8.353
FRDR10632,,8.676
FRDR10652,,5.208
FRDR10660,,6.703
FRDR10666,,14.232
FRDR10670,,12.797
FRDR10680,,10.234
FRDR10685,,3.875
FRDR10703,,8.969
FRDR10704,,9.062
FRDR10706,,10.926
FRDR10728,,11.831
FRDR10745,,9.88
FRDR10746,,18.252
FRDR10753,,35.766
FRDR10762,,7.727
FRDR10772,,4.806
FRDR10774,,17.244
FRDR10790,,7.345
FRDR10800,,7.551
FRDR10801,,5.906
FRDR10843,,8.859
FRDR10847,,6.997
FRDR10848,,10.228
FRDR10853,,6.612
FRDR10858,,8.077
FRDR10866,,6.888
FRDR10872,,14.865
FRDR10907,,13.804
FRDR10912,,17.696
FRDR10933,,7.403
FRDR10953,,19.418
FRDR10971,,12.209
FRDR10983,,7.989
FRDR10989,,7.272
FRDR110,,64.241
FRDR11054,,11.986
FRDR11058,,8.915
FRDR1108,,24.25
FRDR11084,,4.348
FRDR11086,,16.494
FRDR11092,,7.161
FRDR1115,,21.768
FRDR1117,,17.473
FRDR11191,,2.652
FRDR11205,,6.705
FRDR11219,,5.409
FRDR11247,,9.212
FRDR11289,,5.902
FRDR11297,,6.616
FRDR11303,,9.154
FRDR11305,,17.685
FRDR11332,,7.987
FRDR11355,,6.866
FRDR11357,,7.62
FRDR11358,,46.289
FRDR11380,,5.105
FRFR359,,9.064
FRFR365,,11.627
FRFR384,,17.896
FRFR423,,28.761
FRFR425,,24.065
FRFR433,,16.652
FRFR48,,38.283
FRFR481,,17.39
FRFR515,,6.005
FRFR531,,14.54
FRFR532,,23.436
FRFR555,,10.274
FRFR557A,,7.505
FRFR576,,4.895
FRFR586,,12.97
FRFR595,,18.837
FRFR601,,19.679
FRFR650,,5.386
FRFR661,,10.998
FRFR662,,19.709
FRFR665,,16.172
FRFR71B,,17.337
FRFR77,,22.77
FRFR84,,18.832
FRFR915,,29.856
FRFRC6_2,,12.052
FRFRL1_2,,6.773
FRFRL34_3,,9.922
FRFRL87_4,,6.519
FRFRR10_1,,5.54
FRFRR112A_2,,7.172
FRFRR120A_2,,8.738
FRFRR122_2,,11.39
FRFRR124A_4,,12.417
FRFRR126B_10,,11.645
FRFRR134_7,,8.141
FRFRR135B_1,,10.32
FRFRR142B_1,,15.3
FRFRR149_1,,10.518
FRFRR15_3,,13.397
FRFRR151_2,,9.548
FRFRR151_7,,7.526
FRFRR152A_11,,7.873
FRFRR152A_7,,9.006
FRFRR152B_2,,10.419
FRFRR152B_4,,8.806
FRFRR16_5,,9.211
FRFRR161_4,,8.801
FRFRR164_2,,9.717
FRFRR164_3,,16.712
FRFRR170_6,,19.347
FRFRR183_2,,11.266
FRFRR187_5,,5.527
FRFRR188_8,,11.757
FRFRR192_3,,6.772
FRFRR196_5,,11.572
FRFRR202_2,,6.373
FRFRR203_3,,11.497
FRFRR203_4,,6.628
FRFRR207_11,,19.368
FRFRR22_2,,16.248
FRFRR224_4,,6.829
FRFRR226A_2,,8.147
FRFRR241_4,,15.074
FRFRR243_2,,13.18
FRFRR246_7,,5.49
FRFRR251_4,,7.256
FRFRR251_5,,17.349
FRFRR252B_2,,18.364
FRFRR259_1,,6.96
FRFRR268_2,,13.217
FRFRR271A_2,,8.375
FRFRR277A_9,,6.805
FRFRR286_4,,9.822
FRFRR287_1,,13.285
FRFRR288B_4,,18.104
FRFRR288B_7,,15.245
FRFRR296A_7,,7.411
FRFRR296A_8,,7.42
FRFRR296B_2,,18.516
FRFRR304_6,,6.626
FRFRR311A_2,,8.374
FRFRR313_12,,13.985
FRGR0073,,37.981
FRGR0092C,,78.794
FRGR0093C,,18.82
FRGR0099,,33.361
FRGR0101,,268.481
FRGR0124A,,22.871
FRGR0137,,164.499
FRGR0150B,,30.385
FRGR0159,,74.043
FRGR0167B,,86.797
FRGR0190,,63.451
FRGR0193B,,142.862
FRGR0202,,174.484
FRGR0210,,115.343
FRGR0220,,170.242
FRGR0229,,177.016
FRGR0254,,195.466
FRGR0262,,113.966
FRGR0301,,79.514
FRGR0305,,148.685
FRGR0311A,,118.997
FRGR0315B,,102.985
FRGR0330,,128.809
FRGR0333A,,61.45
FRGR0333C,,77.801
FRGR0334B,,66.113
FRGR0336,,127.668
FRGR0337A,,82.388
FRGR0337B,,56.656
FRGR0361,,66.661
FRGR0368C,,6.301
FRGR0372,,76.855
FRGR0386,,149.585
FRGR0392B,,51.925
FRGR0422,,194.369
FRGR0424,,140.387
FRGR0428B,,28.759
FRGR0454,,106.553
FRGR0462B,,98.669
FRGR0475,,94.132
FRGR0476,,39.524
FRGR0493,,63.171
FRGR0506,,133.88
FRGR0514,,59.18
FRGR0538,,65.194
FRGR0544,,62.296
FRGR0551,,236.746
FRGR0582,,25.281
FRGR0908,,22.858
FRGR0923,,46.899
FRGR1004,,39.355
FRGR1013,,55.221
FRGR1015,,49.502
FRGR1038,,14.08
FRGR1059,,17.447
FRGR1075,,60.93
FRGR1085,,13.003
FRGR1113,,17.291
FRGR1154,,13.229
FRGR1156,,28.909
FRGR1179,,16.65
FRGR1181,,14.706
FRGR1203,,16.453
FRGR1230,,21.736
FRGR1236,,25.665
FRGR1246,,11.721
FRGR1269,,10.97
FRGR1312,,45.228
FRGR1317,,8.918
FRGR1326,,30.488
FRGR1349,,10.764
FRDR11385,,7.42
FRDR11406,,5.272
FRDR11407,,21.208
FRDR11453,,5.32
FRDR11483,,5.802
FRDR114B,,27.106
FRDR11531,,7.27
FRDR11576,,7.82
FRDR11595,,9.556
FRDR11601,,8.764
FRDR11603,,7.024
FRDR11635,,8.104
FRDR11647B,,2.944
FRDR11669,,10.777
FRDR11697,,23.636
FRDR11715,,3.978
FRDR11739,,1.658
FRDR11751,,7.108
FRDR11836,,17.059
FRDR11839,,9.185
FRDR11844,,5.509
FRDR11872,,14.509
FRDR11892,,7.23
FRDR11961,,5.163
FRDR11986,,12.964
FRDR12005,,22.454
FRDR12014,,7.158
FRDR12031,,8.33
FRDR12046,,9.309
FRDR12079,,8.39
FRDR12090,,8.386
FRDR128,,31.904
FRDR130,,17.228
FRDR13005,,3.821
FRDR181,,25.579
FRDR2004,,37.082
FRDR2007A,,10.496
FRDR2008,,48.583
FRDR2013,,27.07
FRDR202,,33.596
FRDR2025,,38.06
FRDR237A,,13.552
FRDR237B,,8.539
FRDR258,,30.514
FRDR282,,39.621
FRDR299A,,23.103
FRDR307,,19.756
FRDR312,,41.27
FRDR322C,,9.391
FRDR323B,,6.884
FRDR335C,,10.604
FRDR361A,,95.565
FRDR362B,,19.992
FRDR377,,24.697
FRDR404,,20.114
FRDR414,,18.982
FRDR428B,,11.836
FRDR441,,33.923
FRDR472C,,17.641
FRDR506C,,7.821
FRDR526A,,30.887
FRDR533,,20.255
FRDR535,,26.903
FRDR541B,,11.336
FRDR565,,10.136
FRDR601,,60.981
FRDR638,,47.973
FRDR666,,58.706
FRDR687C,,36.971
FRDR76A,,24.581
FRDR76B,,11.71
FRDR984,,11.574
FRDT07,0.12,
FRDT13E,1.298,
FREC01C,29.204,
FRER10443,,4.837
FRER10594,,21.641
FRER10919,,7.969
FRER10976,,21.05
FRER11099,,8.725
FRER11229,,4.244
FRER11405,,22.062
FRER11774,,14.984
FRER11783,,5.163
FRFRR314B_6,,6.627
FRFRR315B_3,,9.535
FRFRR317_1,,12.07
FRFRR318A_5,,5.841
FRFRR327C_13,,13.933
FRFRR327C_18,,26.613
FRFRR332_17,,9.318
FRFRR341_6,,12.675
FRFRR349C_2,,8.018
FRFRR34B_2,,5.203
FRFRR374_1,,7.77
FRFRR383_1,,7.541
FRFRR40_1,,11.474
FRFRR40_5,,9.702
FRFRR405_2,,5.151
FRFRR41_5,,7.804
FRFRR431_1,,5.775
FRFRR445A_1,,9.166
FRFRR465_3,,9.64
FRFRR466_4,,8.975
FRFRR47_1,,17.553
FRFRR476_1,,3.155
FRFRR478_1,,16.471
FRFRR487_1,,4.768
FRFRR49_2,,7.796
FRFRR504_1,,8.02
FRFRR505_1,,7.791
FRFRR54_13,,6.52
FRFRR54_3,,10.166
FRFRR545_1,,4.791
FRFRR55_5,,6.207
FRFRR550_2,,6.034
FRFRR555_1,,12.54
FRFRR557A_2,,6.4
FRFRR558_2,,4.156
FRFRR60_4,,7.653
FRFRR619_1,,3.665
FRFRR61C_1,,4.061
FRFRR630_6,,5.555
FRFRR658A_2,,9.923
FRFRR664_2,,3.779
FRFRR673_1,,5.219
FRFRR674_1,,5.076
FRFRR9_2,,13.468
FRFRR9_3,,5.772
FRFRT2_6,,4.471
FRFRT33_11,,6.139
FRFRT33_15,,16.759
FRFRT33_2,,28.057
FRGL004,0.973,
FRGL018,0.843,
FRGL032,1.207,
FRGL046,1.02,
FRGL060,1.694,
FRGL084,0.589,
FRGL093,0.648,
FRGL105,1.948,
FRGL110,0.771,
FRGL129,0.973,
FRGL143,0.445,
FRGL154,2.587,
FRGL162,3.248,
FRGR0005B,,65.214
FRGR0014A,,102.995
FRGR0035,,45.532
FRGR0055,,10.328
FRGR0139,,49.823
FRGR0142B,,83.158
FRGR0146,,479.231
FRGR0149,,152.712
FRGR0150C,,112.65
FRGR0172,,20.191
FRGR0189,,174.583
FRGR0194B,,129.554
FRGR0196,,99.313
FRGR0198,,57.06
FRGR0209,,65.089
FRGR0213B,,120.336
FRGR1355,,15.169
FRGR1362,,15.369
FRGR1382,,20.217
FRGR1450,,12.059
FRGR1451,,26.253
FRGR1460,,19.153
FRGR1482,,18.146
FRGR1505,,38.187
FRGR1514,,28.428
FRGR1517,,39.872
FRGR1529,,28.232
FRGR1536,,41.164
FRGR1542,,17.578
FRGR1550,,66.466
FRGR1587,,32.494
FRGR1603,,28.998
FRGR1620,,79.648
FRGR1630,,17.527
FRGR1639,,30.765
FRGR1664,,19.964
FRGR1668,,26.603
FRGR1686,,14.008
FRGR1687,,31.894
FRGR1692,,14.577
FRGR1719,,10.338
FRGR1758,,49.275
FRGR1760,,7.188
FRGR1773,,25.181
FRGR1785,,13.839
FRGR1849,,14.146
FRGR1868,,20.425
FRGR1916,,42.629
FRGR1920,,39.237
FRGR1931,,52.461
FRGR1959,,15.002
FRGR1963,,11.146
FRGR1973,,20.378
FRGR2006,,12.46
FRGR2008,,11.451
FRGR2054,,30.017
FRGR2058,,42.28
FRGR2083,,22.576
FRGR2085,,43.332
FRGR2097,,85.907
FRGR2111,,28.97
FRGR2118,,51.308
FRGR2140,,70.215
FRGR2177,,23.003
FRGR2184,,10.146
FRGR2196,,14.676
FRGR2225,,14.053
FRGR2230,,16.35
FRGR2237,,8.997
FRGR2255,,34.73
FRGR2256,,21.799
FRHC07,44.992,
FRHL14,1.129,
FRHL18,0.821,
FRHL19,0.566,
FRHL72,0.679,
FRHR_C02-I7806000,,5.273
FRHR_C04-I6608200,,5.371
FRHR_L59-F4101200,,3.944
FRHR_L59-F4101500,,2.909
FRHR_T04-I2665000,,16.211
FRHR10,,3.88
FRHR105C,,7.789
FRHR107,,29.034
FRHR107-F5037000,,12.03
FRAR14,,26.01
FRAR30,,36.592
FRB1R480,,31.07
FRB1R505,,29.648
FRB1R506,,5.882
FRB1R532,,5.612
FRB1R541,,27.428
FRB1R556,,82.861
FRB1R559,,17.445
FRB1R571,,6.054
FRB1R601,,8.99
FRB1R603,,2.791
FRCL21,0.558,
FRCR118,,8.69
FRCR128,,9.165
FRCR13,,40.097
FRCR140,,5.983
FRCR188,,6.468
FRCR190,,34.966
FRCR247,,16.729
FRCR253,,18.401
FRCR268,,23.829
FRCR277,,43.354
FRCR313,,8.04
FRCR316,,11.241
FRCR349,,9.349
FRCR358,,25.1
FRCR390,,5.859
FRCR4,,20.935
FRCR428,,2.991
FRCR435,,36.771
FRCR437,,45.241
FRCR468,,36.891
FRCR57,,11.745
FRCR716,,8.965
FRCR98,,23.016
FRDC06B,140.341,
FRDC07C,55.217,
FRDC08C,31.589,
FRDL13,0.696,
FRDL40,0.587,
FRDL74,1.322,
FRDR10017,,11.778
FRDR10033,,5.902
FRDR10036,,10.279
FRDR10052,,5.94
FRDR10067,,8.397
FRDR10133,,18.066
FRDR10190,,4.709
FRDR10191,,8.006
FRDR10198,,6.664
FRDR10270,,9.45
FRDR10274,,10.514
FRDR10297,,16.156
FRDR10308,,3.844
FRDR10328,,10.665
FRDR10357,,7.643
FRDR10370,,23.303
FRDR10470,,7.9
FRAC01,65.587,
FRAL02,0.78,
FRAR03,,12.845
FRAR17,,33.785
FRAR19,,34.407
FRAR50,,45.592
FRB1R472,,180.783
FRB1R486,,60.887
FRB1R547,,33.624
FRB1R554,,6.491
FRB1R568,,11.786
FRB1R583,,10.656
FRB1R608,,4.838
FRB2R21,,8.513
FRB2R25,,50.418
FRB2R60,,31.406
FRCL12,1.158,
FRCL14,0.895,
FRCL19,5.845,
FRCL33,2.131,
FRCR113,,5.073
FRCR123,,65.179
FRCR127,,57.649
FRCR135,,9.466
FRCR137,,6.588
FRCR142,,14.405
FRCR143,,17.428
FRCR185,,4.664
FRCR191,,9.494
FRCR203,,26.22
FRCR210,,23.645
FRCR218,,8.68
FRCR227,,5.101
FRCR232,,22.629
FRCR240,,15.8
FRCR25,,25.569
FRCR259,,22.378
FRCR27,,3.958
FRCR271,,16.625
FRCR273,,5.756
FRCR280,,35.921
FRCR281,,15.407
FRCR3,,41.02
FRCR300,,6.287
FRCR307,,10.845
FRCR31,,38.43
FRCR326,,10.776
FRCR339,,22.754
FRCR351,,23.925
FRCR362,,20.754
FRCR374,,9.486
FRCR376,,12.113
FRCR377,,15.47
FRCR378,,10.486
FRER22B,,29.811
FRER59,,9.504
FRER61A,,5.283
FRER8,,23.272
FRFC08,216.717,
FRFL100,1.65,
FRFL101,1.732,
FRFL103,1.653,
FRFL20,0.519,
FRFL26,2.161,
FRFL42,0.684,
FRFL51,2.698,
FRFL79,0.612,
FRFL95,0.553,
FRFR110A,,19.665
FRFR126A,,42.937
FRFR133,,27.891
FRFR143,,24.02
FRFR145A,,8.789
FRFR183,,40.327
FRFR190,,38.355
FRFR237B,,22.407
FRFR241,,92.083
FRFR269,,21.752
FRFR277B,,20.098
FRFR281,,28.706
FRFR302B,,4.7
FRFR306A,,20.163
FRFR31,,19.729
FRFR318B,,21.668
FRFR319,,19.086
FRFR324B,,15.773
FRFR327B,,8.327
FRFR347B,,4.431
FRFR355,,11.999
FRFR385,,24.251
FRFR450,,20.453
FRFR462,,10.586
FRFR494,,12.657
FRFR505,,17.848
FRFR523A,,18.059
FRFR525,,3.516
FRFR527,,13.659
FRFR534,,25.491
FRFR536,,11.711
FRFR578A,,7.701
FRFR59,,22.443
FRFR609,,22.83
FRFR610,,23.857
FRFR645,,33.181
FRFR655,,16.385
FRFR656,,7.74
FRFR680,,8.874
FRFR74,,14.971
FRFR88,,7.711
FRFR89,,25.01
FRFRC7_1,,2.479
FRFRL105_3,,6.662
FRFRL30_1,,17.566
FRFRL60_2,,6.36
FRFRL87_1,,15.383
FRFRL98_2,,7.287
FRFRL99_1,,8.074
FRFRR121_3,,7.928
FRFRR123_4,,9.113
FRFRR126B_8,,12.039
FRFRR128A_3,,3.986
FRFRR133_1,,6.478
FRFRR133_3,,5.198
FRFRR137_7,,7.323
FRFRR140_1,,11.689
FRFRR144_1,,17.68
FRFRR147_5,,4.478
FRFRR148B_1,,7.78
FRFRR16_3,,20.105
FRFRR161_5,,15.129
FRFRR162_1,,7.565
FRFRR165_2,,9.033
FRFRR167_3,,5.262
FRFRR187_1,,7.905
FRAR04,,37.404
FRAR40,,31.86
FRAR52,,25.562
FRAR57,,56.838
FRAT04,17.498,
FRB1R470,,98.12
FRB1R531,,4.423
FRB1R536,,25.332
FRB1R596,,5.187
FRB1R599,,15.714
FRB2L05,1.538,
FRB2R46,,92.874
FRCL18,10.971,
FRCL30,0.519,
FRCR102,,8.38
FRCR115,,7.726
FRCR152,,40.668
FRCR178,,15.181
FRCR199,,82.057
FRCR201,,7.992
FRCR206,,5.924
FRCR215,,10.521
FRCR228,,44.23
FRCR238,,7.303
FRCR272,,39.288
FRCR274,,23.722
FRCR291,,29.475
FRCR333,,108.813
FRCR404,,29.4
FRCR405,,47.935
FRCR413,,52.179
FRCR426,,7.167
FRCR460,,72.145
FRCR49,,7.889
FRDC02F,138.742,
FRDC08A,85.065,
FRDL107,3.643,
FRDL117,1.269,
FRDL123,1.516,
FRDL30,0.232,
FRDL52,0.611,
FRDL86,0.478,
FRDL90,4.809,
FRDR10001,,9.212
FRDR10003,,6.971
FRDR10008,,12.831
FRDR10022,,7.488
FRDR10059,,4.136
FRDR10066B,,53.727
FRDR10084,,35.807
FRDR10098,,3.085
FRDR10154,,7.07
FRDR10161,,8.525
FRDR10173,,4.56
FRDR10201,,26.664
FRDR10210,,7.266
FRDR10282A,,9.776
FRDR10329,,12.768
FRDR10334,,5.287
FRDR10361,,12.094
FRDR10362A,,9.827
FRDR10364,,12.611
FRDR10413,,6.621
FRDR10458,,6.85
FRDR10476,,9.586
FRDR10501,,16.622
FRDR10583,,5.836
FRDR10589,,7.908
FRGR0239,,110.783
FRGR0255,,121.241
FRGR0277,,109.914
FRGR0288,,66.73
FRGR0318,,31.181
FRGR0364A,,47.997
FRGR0388,,32.654
FRGR0409,,283.84
FRGR0490,,69.543
FRGR0499,,63.707
FRGR0517,,186.325
FRGR0520,,158.072
FRGR0521A,,26.797
FRGR0547B,,151.665
FRGR0564B,,31.351
FRGR0566A,,104.953
FRGR0578B,,21.079
FRGR0585A,,135.239
FRGR0606,,70.44
FRGR0915,,12.147
FRGR0935A,,5.667
FRGR0946,,14.271
FRGR1027,,29.539
FRGR1030,,28.883
FRGR1044,,12.711
FRGR1053,,84.163
FRGR1061,,67.117
FRGR1143,,70.476
FRGR1161,,21.528
FRGR1166,,75.104
FRGR1167,,13.882
FRGR1175,,15.191
FRGR1196,,13.983
FRGR1211,,13.326
FRGR1223,,19.862
FRGR1273,,10.998
FRGR1295,,20.074
FRGR1303,,24.33
FRGR1340,,23.813
FRGR1456,,47.256
FRGR1495,,27.514
FRGR1545,,61.776
FRGR1552,,28.871
FRGR1560,,14.108
FRGR1619,,16.036
FRGR1621,,23.688
FRGR1663,,16.009
FRGR1682,,26.364
FRGR1690,,18.572
FRGR1701,,18.057
FRGR1801,,15.048
FRGR1806,,32.069
FRGR1818,,20.364
FRGR1831,,11.86
FRGR1841,,10.341
FRGR1852,,57.558
FRGR1863,,15.035
FRGR1881,,28.528
FRGR1882,,13.513
FRGR1886,,19.45
FRGR1895,,26.372
FRGR1924,,57.379
FRGR1937,,26.308
FRGR1956,,36.017
FRGR1979,,19.224
FRGR1983,,15.912
FRGR2028,,57.621
FRGR2079,,17.651
FRGR2087,,71.287
FRAL04,0.796,
FRAR38,,33.35
FRAR43,,29.28
FRAR66,,41.418
FRB1R490,,19.934
FRB1R524,,9.96
FRB1R545,,5.822
FRB1R548,,6.854
FRB1R550,,53.483
FRB1R594,,9.747
FRB1R598,,7.294
FRB1R605,,11.712
FRCL15,3,
